1422400	1118809	18	Linda_Kozlowski	"Crocodile"_Dundee_II
	39304968	104	other-empty	"David_Hockney:_A_Bigger_Picture"_in_Bilbao
1728819	39304968	15	Brian_Sewell	"David_Hockney:_A_Bigger_Picture"_in_Bilbao
238341	39304968	67	David_Hockney	"David_Hockney:_A_Bigger_Picture"_in_Bilbao
	39304968	170	other-google	"David_Hockney:_A_Bigger_Picture"_in_Bilbao
	39304968	18	other-wikipedia	"David_Hockney:_A_Bigger_Picture"_in_Bilbao
	16251903	98	other-empty	"E"_Is_for_Evidence
470006	16251903	24	Sue_Grafton	"E"_Is_for_Evidence
	16251903	36	other-google	"E"_Is_for_Evidence
16250593	16251903	32	"D"_Is_for_Deadbeat	"E"_Is_for_Evidence
2301720	16251903	12	Kinsey_Millhone	"E"_Is_for_Evidence
	37001055	135	other-empty	"False_positives"_scandal
	37001055	87	other-google	"False_positives"_scandal
	37001055	23	other-wikipedia	"False_positives"_scandal
470006	16204072	18	Sue_Grafton	"H"_Is_for_Homicide
	16204072	92	other-empty	"H"_Is_for_Homicide
	16204072	24	other-google	"H"_Is_for_Homicide
16203597	16204072	29	"G"_Is_for_Gumshoe	"H"_Is_for_Homicide
	16204072	11	other-wikipedia	"H"_Is_for_Homicide
	3239642	831	other-empty	"Heroes"_(David_Bowie_song)
	3239642	61	other	"Heroes"_(David_Bowie_song)
883719	3239642	29	The_Wallflowers	"Heroes"_(David_Bowie_song)
32680056	3239642	207	What_Makes_You_Beautiful	"Heroes"_(David_Bowie_song)
	3239642	34	other-yahoo	"Heroes"_(David_Bowie_song)
	3239642	6793	other-google	"Heroes"_(David_Bowie_song)
30265620	3239642	230	The_Perks_of_Being_a_Wallflower_(film)	"Heroes"_(David_Bowie_song)
	3239642	35	other-bing	"Heroes"_(David_Bowie_song)
	3239642	588	other-wikipedia	"Heroes"_(David_Bowie_song)
42799037	3239642	58	On_the_Road_Again_Tour	"Heroes"_(David_Bowie_song)
11327948	3239642	557	Heroes	"Heroes"_(David_Bowie_song)
43959305	3239642	885	Heroes_(We_Could_Be)	"Heroes"_(David_Bowie_song)
33300243	3239642	44	Janelle_Monáe_discography	"Heroes"_(David_Bowie_song)
17469699	3239642	14	Heroes:_Original_Soundtrack	"Heroes"_(David_Bowie_song)
1261557	3239642	1015	"Heroes"	"Heroes"_(David_Bowie_song)
5279464	3239642	12	Changesbowie	"Heroes"_(David_Bowie_song)
39176625	3239642	12	List_of_One_Direction_members	"Heroes"_(David_Bowie_song)
37362454	3239642	174	List_of_songs_recorded_by_One_Direction	"Heroes"_(David_Bowie_song)
15660194	3239642	42	Blondie_discography	"Heroes"_(David_Bowie_song)
38137300	3239642	20	Jessica_Lange_discography	"Heroes"_(David_Bowie_song)
2242811	3239642	29	Best_of_Bowie	"Heroes"_(David_Bowie_song)
8533	3239642	11	Depeche_Mode	"Heroes"_(David_Bowie_song)
43784198	3239642	61	Nothing_Has_Changed_(album)	"Heroes"_(David_Bowie_song)
43035979	3239642	26	Pepsi_Beats_of_the_Beautiful_Game	"Heroes"_(David_Bowie_song)
38927316	3239642	56	Lone_Survivor_(film)	"Heroes"_(David_Bowie_song)
	17495549	141	other-google	"I_Want"_song
	17495549	155	other-empty	"I_Want"_song
	17495549	32	other	"I_Want"_song
41895775	17495549	35	For_the_First_Time_in_Forever	"I_Want"_song
10090698	17495549	28	Part_of_Your_World	"I_Want"_song
	32066421	85	other-empty	"In"_Jazz_for_the_Culture_Set
3819827	32066421	18	Dannie_Richmond	"In"_Jazz_for_the_Culture_Set
470006	16252523	24	Sue_Grafton	"K"_Is_for_Killer
16252208	16252523	29	"J"_Is_for_Judgment	"K"_Is_for_Killer
	16252523	99	other-empty	"K"_Is_for_Killer
	16252523	55	other-google	"K"_Is_for_Killer
	487976	44	other-google	"King"_Bennie_Nawahi
	487976	121	other-empty	"King"_Bennie_Nawahi
	38499517	218	other-google	"Left-Wing"_Communism:_An_Infantile_Disorder
	38499517	140	other-empty	"Left-Wing"_Communism:_An_Infantile_Disorder
302252	38499517	34	Council_communism	"Left-Wing"_Communism:_An_Infantile_Disorder
3661758	38499517	11	Libertarian_Marxism	"Left-Wing"_Communism:_An_Infantile_Disorder
	38499517	45	other-wikipedia	"Left-Wing"_Communism:_An_Infantile_Disorder
242476	38499517	14	Jack_Straw	"Left-Wing"_Communism:_An_Infantile_Disorder
18687	38499517	13	Leninism	"Left-Wing"_Communism:_An_Infantile_Disorder
420150	38499517	12	The_State_and_Revolution	"Left-Wing"_Communism:_An_Infantile_Disorder
	1393317	98	other-empty	"Little"_North_Western_Railway
	1393317	49	other-google	"Little"_North_Western_Railway
	28480474	19	other-google	"M"_Circle
	28480474	95	other-empty	"M"_Circle
470006	16252603	26	Sue_Grafton	"M"_Is_for_Malice
	16252603	13	other	"M"_Is_for_Malice
	16252603	88	other-empty	"M"_Is_for_Malice
	16252603	55	other-google	"M"_Is_for_Malice
2301720	16252603	11	Kinsey_Millhone	"M"_Is_for_Malice
16252578	16252603	30	"L"_Is_for_Lawless	"M"_Is_for_Malice
	16252712	71	other-empty	"N"_Is_for_Noose
470006	16252712	28	Sue_Grafton	"N"_Is_for_Noose
	16252712	30	other-google	"N"_Is_for_Noose
16252603	16252712	31	"M"_Is_for_Malice	"N"_Is_for_Noose
	11898394	80	other-empty	"No_Snow,_No_Show"_for_the_Eskimo
	11898394	22	other-google	"No_Snow,_No_Show"_for_the_Eskimo
6626648	11898394	58	Masque_(The_Mission_album)	"No_Snow,_No_Show"_for_the_Eskimo
7667095	42902625	23	The_Flowers_of_Hell	"O"_(Flowers_of_Hell_album)
	42902625	82	other-empty	"O"_(Flowers_of_Hell_album)
	16252757	79	other-empty	"O"_Is_for_Outlaw
	16252757	30	other-google	"O"_Is_for_Outlaw
470006	16252757	32	Sue_Grafton	"O"_Is_for_Outlaw
16252712	16252757	27	"N"_Is_for_Noose	"O"_Is_for_Outlaw
	43675070	93	other-empty	"Our_Contemporary"_regional_art_exhibition_(Leningrad,_1975)
	43675070	41	other-wikipedia	"Our_Contemporary"_regional_art_exhibition_(Leningrad,_1975)
	3874841	252	other-facebook	"Polish_death_camp"_controversy
	3874841	1501	other-google	"Polish_death_camp"_controversy
	3874841	23	other-yahoo	"Polish_death_camp"_controversy
	3874841	85	other-twitter	"Polish_death_camp"_controversy
	3874841	717	other-empty	"Polish_death_camp"_controversy
37088665	3874841	16	World_War_II_casualties_of_Poland	"Polish_death_camp"_controversy
	3874841	810	other	"Polish_death_camp"_controversy
	3874841	32	other-bing	"Polish_death_camp"_controversy
	3874841	314	other-wikipedia	"Polish_death_camp"_controversy
1429917	3874841	48	Anti-Polish_sentiment	"Polish_death_camp"_controversy
2006	3874841	3630	Auschwitz_concentration_camp	"Polish_death_camp"_controversy
30928643	3874841	44	Agency_114	"Polish_death_camp"_controversy
354807	3874841	17	Jan_Karski	"Polish_death_camp"_controversy
10858944	3874841	20	Poland–United_States_relations	"Polish_death_camp"_controversy
16895716	3874841	47	Polish_Righteous_Among_the_Nations	"Polish_death_camp"_controversy
65651	3874841	342	Holocaust_denial	"Polish_death_camp"_controversy
63401	3874841	238	Stephen_Fry	"Polish_death_camp"_controversy
	4686746	105	other-empty	"Rags"_Ragland
	4686746	123	other-google	"Rags"_Ragland
	35511155	82	other-empty	"Ridgeriders"_in_Concert
	18756772	106	other-empty	"Rommel?"_"Gunner_Who?"
	18756772	27	other-google	"Rommel?"_"Gunner_Who?"
	18756772	13	other	"Rommel?"_"Gunner_Who?"
28698	18756772	42	Spike_Milligan	"Rommel?"_"Gunner_Who?"
13823852	18756772	30	Adolf_Hitler:_My_Part_in_His_Downfall	"Rommel?"_"Gunner_Who?"
470006	16254019	27	Sue_Grafton	"T"_Is_for_Trespass
	16254019	63	other-empty	"T"_Is_for_Trespass
	16254019	20	other-google	"T"_Is_for_Trespass
2301720	16254019	17	Kinsey_Millhone	"T"_Is_for_Trespass
16253763	16254019	21	"S"_Is_for_Silence	"T"_Is_for_Trespass
2559144	23616852	12	U.K._Subs	"The_Spaghetti_Incident?"
	23616852	511	other-empty	"The_Spaghetti_Incident?"
44735	23616852	34	Sharon_Tate	"The_Spaghetti_Incident?"
4468910	23616852	24	You_Can't_Put_Your_Arms_Around_a_Memory	"The_Spaghetti_Incident?"
2919738	23616852	20	You_Could_Be_Mine	"The_Spaghetti_Incident?"
97778	23616852	480	Slash_(musician)	"The_Spaghetti_Incident?"
	23616852	33	other	"The_Spaghetti_Incident?"
4442660	23616852	19	Since_I_Don't_Have_You	"The_Spaghetti_Incident?"
	23616852	48	other-yahoo	"The_Spaghetti_Incident?"
	23616852	1960	other-google	"The_Spaghetti_Incident?"
	23616852	17	other-twitter	"The_Spaghetti_Incident?"
329882	23616852	11	Johnny_Thunders	"The_Spaghetti_Incident?"
42196437	23616852	13	List_of_songs_recorded_by_Guns_N'_Roses	"The_Spaghetti_Incident?"
126886	23616852	13	Misfits_(band)	"The_Spaghetti_Incident?"
11059521	23616852	41	List_of_Guns_N'_Roses_band_members	"The_Spaghetti_Incident?"
2241015	23616852	18	Michael_Monroe	"The_Spaghetti_Incident?"
8378133	23616852	52	Look_at_Your_Game,_Girl	"The_Spaghetti_Incident?"
160804	23616852	12	1993_in_music	"The_Spaghetti_Incident?"
401269	23616852	34	G_N'_R_Lies	"The_Spaghetti_Incident?"
2773076	23616852	2666	Guns_N'_Roses	"The_Spaghetti_Incident?"
7253190	23616852	977	Guns_N'_Roses_discography	"The_Spaghetti_Incident?"
8378368	23616852	78	Ain't_It_Fun_(The_Dead_Boys_song)	"The_Spaghetti_Incident?"
889446	23616852	55	Gilby_Clarke	"The_Spaghetti_Incident?"
42635	23616852	41	Charles_Manson	"The_Spaghetti_Incident?"
150056	23616852	460	Axl_Rose	"The_Spaghetti_Incident?"
402205	23616852	15	Fear_(band)	"The_Spaghetti_Incident?"
967007	23616852	610	Chinese_Democracy	"The_Spaghetti_Incident?"
194367	23616852	21	Appetite_for_Destruction	"The_Spaghetti_Incident?"
11428602	23616852	47	Hair_of_the_Dog_(song)	"The_Spaghetti_Incident?"
1578251	23616852	24	Live_Era_'87–'93	"The_Spaghetti_Incident?"
627701	23616852	41	Duff_McKagan	"The_Spaghetti_Incident?"
26040413	23616852	11	Duff_McKagan_discography	"The_Spaghetti_Incident?"
625393	23616852	33	Dizzy_Reed	"The_Spaghetti_Incident?"
1461942	23616852	36	Greatest_Hits_(Guns_N'_Roses_album)	"The_Spaghetti_Incident?"
591530	23616852	28	Nazareth_(band)	"The_Spaghetti_Incident?"
625406	23616852	25	Matt_Sorum	"The_Spaghetti_Incident?"
1624250	23616852	29	New_Rose	"The_Spaghetti_Incident?"
681529	23616852	15	Louder_Than_Love	"The_Spaghetti_Incident?"
	23616852	57	other-bing	"The_Spaghetti_Incident?"
12981266	23616852	48	Zodiac_Killer_in_popular_culture	"The_Spaghetti_Incident?"
349263	23616852	31	Use_Your_Illusion_I	"The_Spaghetti_Incident?"
20580485	23616852	16	The_"Civil_War"_EP	"The_Spaghetti_Incident?"
474176	23616852	1473	Use_Your_Illusion_II	"The_Spaghetti_Incident?"
	23616852	148	other-wikipedia	"The_Spaghetti_Incident?"
	842658	39	other	"V"_Device
23736968	842658	32	Tim_Kennedy_(fighter)	"V"_Device
	842658	521	other-empty	"V"_Device
	842658	16	other-yahoo	"V"_Device
	842658	927	other-google	"V"_Device
	842658	20	other-bing	"V"_Device
	842658	68	other-wikipedia	"V"_Device
859052	842658	12	Organizational_Excellence_Award	"V"_Device
1838281	842658	24	Lawrence_Colburn	"V"_Device
41743462	842658	35	Military_career_of_Audie_Murphy	"V"_Device
9739167	842658	21	Ed_Freeman	"V"_Device
37018641	842658	28	2012_Benghazi_attack	"V"_Device
4972	842658	859	Bronze_Star_Medal	"V"_Device
362987	842658	824	Audie_Murphy	"V"_Device
6646974	842658	12	George_Ray_Tweed	"V"_Device
418311	842658	12	Creighton_Abrams	"V"_Device
274451	842658	12	Eric_Shinseki	"V"_Device
39605003	842658	67	Kristin_Beck	"V"_Device
5122699	842658	25	John_Kerry	"V"_Device
40331925	842658	164	Medal_of_Honor	"V"_Device
20998690	842658	94	Joseph_F._Dunford,_Jr.	"V"_Device
40977351	842658	20	Recipients_of_the_Legion_of_Merit	"V"_Device
750263	842658	13	Air_Medal	"V"_Device
101035	842658	86	Commendation_Medal	"V"_Device
1470176	842658	16	James_Mattis	"V"_Device
164419	842658	11	Chesty_Puller	"V"_Device
38487950	842658	38	Audie_Murphy_honors_and_awards	"V"_Device
768481	842658	22	George_Patton_IV	"V"_Device
34271398	842658	1066	Chris_Kyle	"V"_Device
348856	842658	154	James_L._Dozier	"V"_Device
2098292	842658	78	United_States_military_award_devices	"V"_Device
33622887	12571133	27	Conditions_of_My_Parole	"V"_Is_for_Vagina
15331615	12571133	15	Maynard_James_Keenan_discography	"V"_Is_for_Vagina
	12571133	19	other	"V"_Is_for_Vagina
147692	12571133	59	Tim_Alexander	"V"_Is_for_Vagina
222217	12571133	36	Tim_Commerford	"V"_Is_for_Vagina
	12571133	40	other-wikipedia	"V"_Is_for_Vagina
	12571133	272	other-google	"V"_Is_for_Vagina
	12571133	161	other-empty	"V"_Is_for_Vagina
37913400	12571133	14	Donkey_Punch_the_Night	"V"_Is_for_Vagina
920501	12571133	345	Maynard_James_Keenan	"V"_Is_for_Vagina
11861530	12571133	17	Jarboe	"V"_Is_for_Vagina
16079543	12571133	27	"V"_Is_for_Viagra._The_Remixes	"V"_Is_for_Vagina
25033979	12571133	29	"C"_is_for_(Please_Insert_Sophomoric_Genitalia_Reference_HERE)	"V"_Is_for_Vagina
13408733	12571133	16	Cuntry_Boner	"V"_Is_for_Vagina
4619790	12571133	1258	Puscifer	"V"_Is_for_Vagina
39606873	31438273	15	"W"_Is_for_Wasted	"V"_Is_for_Vengeance
2301720	31438273	20	Kinsey_Millhone	"V"_Is_for_Vengeance
25577776	31438273	29	"U"_Is_for_Undertow	"V"_Is_for_Vengeance
470006	31438273	56	Sue_Grafton	"V"_Is_for_Vengeance
	31438273	92	other-empty	"V"_Is_for_Vengeance
	31438273	100	other-google	"V"_Is_for_Vengeance
	4186512	103	other-empty	"Weird_Al"_Yankovic:_The_Ultimate_Collection
	4186512	12	other-google	"Weird_Al"_Yankovic:_The_Ultimate_Collection
	4015758	64	other-google	"Weird_Al"_Yankovic:_The_Ultimate_Video_Collection
7630017	4015758	20	"Weird_Al"_Yankovic_discography	"Weird_Al"_Yankovic:_The_Ultimate_Video_Collection
4161738	4015758	12	"Weird_Al"_Yankovic_Live!	"Weird_Al"_Yankovic:_The_Ultimate_Video_Collection
	4015758	97	other-empty	"Weird_Al"_Yankovic:_The_Ultimate_Video_Collection
	4186750	121	other-empty	"Weird_Al"_Yankovic:_The_Videos
	4186750	16	other-google	"Weird_Al"_Yankovic:_The_Videos
2018105	4186750	15	List_of_songs_recorded_by_"Weird_Al"_Yankovic	"Weird_Al"_Yankovic:_The_Videos
	33246249	90	other-empty	"Weird_Al"_Yankovic_Live!:_The_Alpocalypse_Tour
	33246249	80	other-google	"Weird_Al"_Yankovic_Live!:_The_Alpocalypse_Tour
	33246249	13	other-wikipedia	"Weird_Al"_Yankovic_Live!:_The_Alpocalypse_Tour
4161738	33246249	13	"Weird_Al"_Yankovic_Live!	"Weird_Al"_Yankovic_Live!:_The_Alpocalypse_Tour
18938265	33246249	93	"Weird_Al"_Yankovic	"Weird_Al"_Yankovic_Live!:_The_Alpocalypse_Tour
43070100	33246249	14	Mandatory_Fun	"Weird_Al"_Yankovic_Live!:_The_Alpocalypse_Tour
4015758	33246249	11	"Weird_Al"_Yankovic:_The_Ultimate_Video_Collection	"Weird_Al"_Yankovic_Live!:_The_Alpocalypse_Tour
	37813210	33	other-google	"Where_Are_Your_Keys?"
	37813210	62	other-empty	"Where_Are_Your_Keys?"
10077425	37813210	25	Alutiiq_language	"Where_Are_Your_Keys?"
	41363180	50	other-empty	"Yes,_And"_rule
	41363180	11	other-google	"Yes,_And"_rule
	20320884	162	other-empty	$100,000_Fortune_Hunt
	20320884	18	other-google	$100,000_Fortune_Hunt
	12962213	44	other-google	$100_Bill_Y'all
	12962213	73	other-empty	$100_Bill_Y'all
12916325	12962213	25	Until_We_Rich	$100_Bill_Y'all
1504216	12962213	46	Greatest_Hits_(Ice_Cube_album)	$100_Bill_Y'all
10121477	12962213	15	Ice_Cube_discography	$100_Bill_Y'all
	39007767	100	other-empty	$100_Guitar_Project
	39007767	40	other-google	$100_Guitar_Project
15608128	39007767	26	Ibanez_Jet_King	$100_Guitar_Project
	39007767	17	other	$100_Guitar_Project
	37190051	11	other-google	$24_in_24
	37190051	84	other-empty	$24_in_24
32825121	37190051	58	Jeff_Mauro	$24_in_24
2970800	37190051	27	List_of_programs_broadcast_by_the_Food_Network	$24_in_24
429120	1245168	25	List_of_reality_television_programs	$25_Million_Dollar_Hoax
	1245168	18	other-google	$25_Million_Dollar_Hoax
	1245168	73	other-empty	$25_Million_Dollar_Hoax
300567	1245168	29	Hidden_camera	$25_Million_Dollar_Hoax
1023249	1245168	36	George_Gray_(television_personality)	$25_Million_Dollar_Hoax
	13897734	115	other-empty	$3
	13897734	12	other-google	$3
	28771472	57	other-empty	$30_Film_School
	23246578	138	other-empty	$5_Cover
	23246578	36	other-google	$5_Cover
2407363	23246578	18	Craig_Brewer	$5_Cover
21855864	23246578	20	List_of_Web_television_series	$5_Cover
4826805	23246578	41	List_of_programs_broadcast_by_MTV	$5_Cover
25686084	23246578	14	Muck_Sticky	$5_Cover
3501768	23246578	21	Lucero_(band)	$5_Cover
18361366	23246578	14	Clare_Grant	$5_Cover
801116	4213160	41	Richard_Brooks	$_(film)
	4213160	177	other-empty	$_(film)
	4213160	78	other-google	$_(film)
	4213160	21	other-yahoo	$_(film)
12379987	4213160	16	List_of_crime_films_of_the_1970s	$_(film)
313518	4213160	37	Gert_Fröbe	$_(film)
1022198	4213160	20	Heist	$_(film)
171680	4213160	12	1971_in_film	$_(film)
12746984	4213160	18	List_of_thriller_films_of_the_1970s	$_(film)
	4213160	23	other-wikipedia	$_(film)
62809	4213160	125	Warren_Beatty	$_(film)
3361673	4213160	22	Town_&_Country_(film)	$_(film)
48071	4213160	205	Goldie_Hawn	$_(film)
	1831030	299	other-empty	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
	1831030	853	other-google	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
2011385	1831030	13	Homer_the_Vigilante	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
15580374	1831030	15	Main_Page	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
3605255	1831030	34	The_Last_Temptation_of_Homer	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
4939444	1831030	92	The_Simpsons_(season_5)	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
	1831030	37	other-wikipedia	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
140332	1831030	166	List_of_The_Simpsons_episodes	$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)
	3092534	19	other-google	&_(Ayumi_Hamasaki_EP)
	3092534	64	other-empty	&_(Ayumi_Hamasaki_EP)
3587200	3092534	26	Ayumi_Hamasaki_discography	&_(Ayumi_Hamasaki_EP)
3136056	3092534	16	Voyage_(Ayumi_Hamasaki_song)	&_(Ayumi_Hamasaki_EP)
1898986	3092534	12	Memorial_Address	&_(Ayumi_Hamasaki_EP)
	6591080	45	other-empty	&_You_Revolution
	14357119	72	other-empty	'38_–_Vienna_Before_the_Fall
	9567817	15	other	'40s_on_4
	9567817	90	other-empty	'40s_on_4
37940355	9567817	58	List_of_Sirius_XM_Radio_channels	'40s_on_4
	9567817	77	other-google	'40s_on_4
	17861167	58	other-empty	'47_(magazine)
	12249923	85	other-empty	'48_(novel)
	12249923	54	other-google	'48_(novel)
177183	12249923	20	British_Union_of_Fascists	'48_(novel)
23335764	12249923	223	Axis_victory_in_World_War_II	'48_(novel)
602725	12249923	114	James_Herbert	'48_(novel)
	41615563	50	other-empty	'48_Smallholders_Party
	9869234	95	other-empty	'50s_on_5
	9869234	48	other-google	'50s_on_5
37940355	9869234	40	List_of_Sirius_XM_Radio_channels	'50s_on_5
	4830583	49	other	'60s_on_6
	4830583	122	other-empty	'60s_on_6
	4830583	37	other-yahoo	'60s_on_6
	4830583	379	other-google	'60s_on_6
37940355	4830583	58	List_of_Sirius_XM_Radio_channels	'60s_on_6
2059759	4830583	21	Bruce_Morrow	'60s_on_6
	4830583	18	other-wikipedia	'60s_on_6
	4830583	48	other-bing	'60s_on_6
	39357624	14	other-wikipedia	'68_(comic_book)
34655	39357624	13	1968	'68_(comic_book)
	39357624	96	other-empty	'68_(comic_book)
	39357624	257	other-google	'68_(comic_book)
	3876844	111	other-empty	'70s_on_7
	3876844	62	other-google	'70s_on_7
	3876844	11	other-wikipedia	'70s_on_7
4830583	3876844	22	'60s_on_6	'70s_on_7
37940355	3876844	50	List_of_Sirius_XM_Radio_channels	'70s_on_7
	39196144	228	other	'71_(film)
44321327	39196144	12	The_Lazarus_Effect_(2015_film)	'71_(film)
296256	39196144	414	Jude_Law	'71_(film)
40789847	39196144	71	Killian_Scott	'71_(film)
15580374	39196144	252	Main_Page	'71_(film)
40972838	39196144	24	27th_European_Film_Awards	'71_(film)
42434203	39196144	45	1971_(disambiguation)	'71_(film)
	39196144	383	other-bing	'71_(film)
	39196144	817	other-wikipedia	'71_(film)
	39196144	351	other-yahoo	'71_(film)
	39196144	16231	other-google	'71_(film)
	39196144	47	other-twitter	'71_(film)
	39196144	1750	other-empty	'71_(film)
	39196144	26	other-facebook	'71_(film)
37386608	39196144	63	2015_in_film	'71_(film)
44298621	39196144	198	British_Independent_Film_Awards_2014	'71_(film)
41123438	39196144	116	Charlie_Murphy_(actress)	'71_(film)
42734097	39196144	158	Sam_Reid_(actor)	'71_(film)
41579194	39196144	368	List_of_British_films_of_2014	'71_(film)
331957	39196144	12	Park_Hill,_Sheffield	'71_(film)
20942452	39196144	108	The_Troubles_in_popular_culture	'71_(film)
2344306	39196144	432	Sean_Harris	'71_(film)
26398985	39196144	18	Valene_Kane	'71_(film)
41089234	39196144	87	64th_Berlin_International_Film_Festival	'71_(film)
15145951	39196144	6880	Jack_O'Connell_(actor)	'71_(film)
35550954	39196144	12	Jack_Lowden	'71_(film)
689620	39196144	32	Film4_Productions	'71_(film)
